Date,Platform,Post_ID,Post Type,Likes,Comments,Shares,Impressions,Followers,Audience Age,Audience Gender,Audience Location,Sentiment,Reach,Engagement Rate
10/27/2023,Twitter,Post_94,Carousel,653,273,59,31670,48409,64,Female,Niger,Negative,4462,10.56
6/6/2023,Instagram,Post_81,Video,836,247,312,79697,138778,34,Female,Bahamas,Positive,2048,19.73
12/12/2023,Instagram,Post_5,Video,84,112,158,67397,199046,62,Other,Vanuatu,Positive,4852,26.67
10/2/2023,Instagram,Post_27,Text,855,248,261,94755,72034,51,Male,American Samoa,Neutral,1470,79.12
5/12/2023,Facebook,Post_80,Image,105,273,360,95925,16278,34,Other,Panama,Positive,724,106.08
3/27/2023,Facebook,Post_84,Video,225,8,63,60243,22358,62,Other,Senegal,Positive,4367,6.71
10/16/2023,Twitter,Post_71,Text,286,28,280,10122,46774,37,Other,Armenia,Positive,1217,35.17
2/5/2023,Twitter,Post_34,Image,172,140,82,45742,11264,58,Male,Antigua and Barbuda,Positive,4677,20.5
11/19/2023,Twitter,Post_70,Text,745,273,225,48345,38695,42,Male,Dominican Republic,Positive,3006,19.59
1/13/2023,Twitter,Post_8,Carousel,961,26,393,57770,19454,22,Male,Iran,Positive,3600,34.14
8/22/2023,Twitter,Post_28,Video,40,89,203,54611,7839,29,Female,Japan,Negative,3173,37.28
1/20/2023,Facebook,Post_79,Image,584,75,444,89477,74587,21,Female,Ghana,Positive,2816,29.69
7/27/2023,Instagram,Post_34,Carousel,910,219,492,19604,185181,62,Male,Sweden,Negative,3448,7.28
7/15/2023,Twitter,Post_20,Carousel,858,85,8,22164,44469,30,Female,Uganda,Negative,4042,13.53
3/11/2023,Twitter,Post_3,Text,876,78,366,60012,41374,30,Other,Gibraltar,Negative,2842,43.31
6/6/2023,Instagram,Post_21,Video,959,216,106,96559,193128,60,Male,Monaco,Negative,4372,11
11/1/2023,Twitter,Post_14,Text,806,137,62,10250,42380,42,Female,Singapore,Negative,4326,25.52
6/10/2023,Twitter,Post_76,Text,780,264,307,55489,11425,27,Male,Algeria,Neutral,549,131.33
9/13/2023,Twitter,Post_61,Carousel,581,193,372,48698,26150,28,Female,Gabon,Neutral,1842,41.48
6/25/2023,Instagram,Post_34,Image,617,27,113,34791,84586,63,Other,Guam,Neutral,1082,58.41
3/28/2023,Instagram,Post_68,Text,238,65,107,37164,187727,22,Female,Belarus,Neutral,738,77.37
1/28/2023,Twitter,Post_76,Carousel,503,137,115,43742,23404,43,Female,Saint Helena,Neutral,2253,52.33
1/2/2023,Facebook,Post_20,Image,797,145,374,2482,81473,41,Other,Papua New Guinea,Neutral,3079,51.15
5/2/2023,Instagram,Post_28,Text,253,123,125,78393,64007,26,Male,Spain,Positive,1758,40.96
1/19/2023,Instagram,Post_27,Video,634,167,180,69761,105274,39,Female,Nepal,Positive,1220,66.07
2/3/2023,Twitter,Post_52,Video,58,29,131,25834,5768,27,Other,Timor-Leste,Neutral,4468,25.74
7/7/2023,Instagram,Post_70,Carousel,973,89,149,17518,116018,50,Other,Kazakhstan,Neutral,1925,21.45
10/30/2023,Twitter,Post_55,Image,135,154,80,41171,19474,62,Other,Pitcairn Islands,Neutral,1497,95.19
5/7/2023,Twitter,Post_59,Text,109,157,89,36015,41283,48,Male,Puerto Rico,Neutral,4332,7.83
12/26/2023,Twitter,Post_88,Video,414,27,484,55863,11758,54,Male,France,Positive,2526,30.72
12/27/2023,Twitter,Post_60,Image,176,290,290,90880,40365,34,Female,Norfolk Island,Positive,4875,26.73
9/19/2023,Facebook,Post_70,Text,573,156,120,15731,82177,49,Female,Northern Mariana Islands,Positive,1216,119.82
7/16/2023,Instagram,Post_61,Text,279,105,61,25846,83635,28,Male,British Indian Ocean Territory (Chagos Archipelago),Positive,4930,12.39
1/19/2023,Instagram,Post_29,Text,809,34,54,68485,145278,41,Other,Belarus,Positive,3451,25.24
7/7/2023,Instagram,Post_42,Video,885,250,207,88912,49590,47,Male,Barbados,Positive,2146,59.32
8/1/2023,Facebook,Post_70,Image,660,86,353,18333,98437,35,Other,Norfolk Island,Positive,1166,40.31
12/9/2023,Instagram,Post_2,Carousel,54,67,315,2039,134410,21,Other,Chad,Negative,2587,38.85
12/15/2023,Facebook,Post_37,Video,932,206,365,77152,14742,45,Male,Namibia,Negative,985,68.53
9/23/2023,Facebook,Post_60,Carousel,42,258,292,10186,89379,33,Female,Malawi,Negative,2897,14.88
1/30/2023,Facebook,Post_52,Text,71,147,372,59514,92338,54,Female,Burundi,Positive,4750,14.29
4/20/2023,Twitter,Post_13,Image,970,159,381,43115,21710,38,Female,Kazakhstan,Negative,4692,9.46
1/27/2023,Instagram,Post_79,Text,987,107,118,71340,136119,32,Female,Liberia,Positive,1462,35.64
8/21/2023,Facebook,Post_43,Image,610,237,355,80881,42563,44,Other,Saint Lucia,Positive,3779,27.89
11/5/2023,Instagram,Post_51,Text,156,284,380,15715,196653,25,Other,Ethiopia,Negative,3294,14.06
10/17/2023,Instagram,Post_7,Video,762,246,323,49583,132002,58,Female,Botswana,Negative,4286,7.84
5/25/2023,Facebook,Post_27,Text,634,180,12,70699,95406,37,Male,Costa Rica,Positive,4568,14.1
10/5/2023,Instagram,Post_65,Carousel,172,2,488,10762,37339,33,Other,Ghana,Positive,608,116.45
12/13/2023,Twitter,Post_37,Text,713,204,57,36417,26254,39,Male,Martinique,Positive,4550,18.46
4/28/2023,Twitter,Post_73,Video,293,123,169,29674,22237,45,Other,Burkina Faso,Positive,3504,26.88
12/11/2023,Facebook,Post_84,Video,172,33,127,44140,17618,23,Male,Morocco,Negative,1187,53.92
1/11/2023,Facebook,Post_68,Carousel,334,281,178,63370,98144,41,Male,Cote d'Ivoire,Positive,1251,91.29
2/5/2023,Facebook,Post_73,Video,910,157,366,64779,96111,49,Male,Cuba,Positive,2819,26.32
12/7/2023,Facebook,Post_50,Text,752,131,333,59249,69276,56,Male,France,Positive,4719,5.79
10/5/2023,Facebook,Post_87,Video,609,220,339,50226,65476,60,Other,Central African Republic,Negative,646,99.54
8/11/2023,Twitter,Post_86,Image,670,185,140,73625,26346,60,Other,Colombia,Negative,2292,29.06
3/15/2023,Twitter,Post_61,Text,597,269,268,39905,17968,65,Male,Faroe Islands,Negative,2502,36.57
3/14/2023,Twitter,Post_9,Text,728,281,128,6846,27990,43,Female,Switzerland,Negative,1140,70.7
10/30/2023,Instagram,Post_30,Carousel,218,236,416,40656,199065,32,Other,Bahamas,Positive,2988,15.36
9/25/2023,Instagram,Post_94,Image,10,70,172,96971,198171,39,Other,Oman,Positive,3679,21.2
2/5/2023,Facebook,Post_51,Image,23,8,452,59773,26291,61,Male,Bolivia,Neutral,2776,21.61
12/17/2023,Twitter,Post_70,Image,14,84,93,22325,48631,47,Male,Central African Republic,Neutral,1387,96.54
11/6/2023,Instagram,Post_9,Carousel,312,31,143,60078,42711,54,Male,Korea,Neutral,1114,27.29
6/22/2023,Facebook,Post_21,Carousel,506,32,174,27114,75861,40,Female,Hungary,Negative,1723,42.83
7/9/2023,Facebook,Post_19,Carousel,36,79,339,48466,58300,48,Male,Uruguay,Negative,1103,35.63
1/3/2023,Facebook,Post_14,Image,503,56,91,28539,75506,39,Male,Iraq,Negative,3976,18.59
8/22/2023,Twitter,Post_12,Text,769,122,271,90715,6365,35,Female,Honduras,Negative,4088,11.91
5/12/2023,Facebook,Post_40,Video,370,249,85,36506,68579,64,Other,Canada,Negative,1076,24.72
2/3/2023,Instagram,Post_6,Carousel,905,118,28,7504,145818,41,Male,Guatemala,Negative,4724,23.29
11/12/2023,Twitter,Post_72,Image,968,48,234,70101,16313,54,Female,Spain,Negative,1910,32.46
4/30/2023,Instagram,Post_74,Image,608,104,156,5654,129437,31,Female,Hungary,Negative,4175,15.86
4/12/2023,Twitter,Post_62,Image,528,231,381,37018,22203,55,Male,Mozambique,Positive,592,62.33
11/28/2023,Instagram,Post_74,Carousel,616,48,271,6432,132359,55,Other,United Arab Emirates,Neutral,1818,51.71
12/7/2023,Twitter,Post_3,Video,999,106,17,75739,49751,54,Female,Mongolia,Neutral,4159,27.55
2/8/2023,Instagram,Post_26,Carousel,233,61,102,42264,95805,31,Male,Antarctica (the territory South of 60 deg S),Positive,2960,11.22
12/28/2023,Instagram,Post_19,Text,85,120,465,37679,101724,24,Male,Libyan Arab Jamahiriya,Positive,3274,33.84
2/14/2023,Facebook,Post_51,Text,825,3,477,34602,44806,24,Male,Cocos (Keeling) Islands,Positive,4120,28.03
7/7/2023,Instagram,Post_25,Carousel,194,239,171,80382,113433,52,Female,Syrian Arab Republic,Positive,3183,18.28
12/12/2023,Instagram,Post_93,Video,898,94,259,6546,92236,43,Female,Namibia,Positive,4576,14.42
9/9/2023,Facebook,Post_14,Image,575,122,48,66106,84098,26,Other,Pakistan,Positive,2559,50.37
10/14/2023,Instagram,Post_13,Image,310,252,118,20365,198055,53,Male,Saint Pierre and Miquelon,Positive,707,152.9
3/12/2023,Facebook,Post_43,Carousel,13,253,279,16445,72239,29,Other,Iran,Positive,3898,37.4
1/30/2023,Facebook,Post_26,Video,166,196,190,10904,98606,45,Male,Slovenia,Positive,704,34.94
2/15/2023,Facebook,Post_42,Text,65,273,192,84209,28906,62,Other,Malaysia,Positive,4758,16.65
4/18/2023,Twitter,Post_37,Carousel,650,230,209,68190,38976,43,Other,Finland,Positive,4438,12.75
4/11/2023,Twitter,Post_3,Text,973,56,494,15941,11205,53,Other,Pitcairn Islands,Positive,1343,110.42
2/22/2023,Instagram,Post_42,Text,174,268,249,56656,68636,21,Other,Zambia,Positive,3376,30.95
6/9/2023,Facebook,Post_37,Carousel,730,91,282,82206,72711,42,Female,Morocco,Positive,2068,56.67
6/28/2023,Facebook,Post_62,Text,40,18,266,79177,17551,23,Female,Taiwan,Neutral,3004,17.21
8/6/2023,Facebook,Post_54,Carousel,672,181,462,98868,51418,60,Other,Anguilla,Neutral,677,114.33
10/23/2023,Facebook,Post_81,Image,465,106,72,73799,58863,58,Male,Honduras,Neutral,861,90.94
10/31/2023,Instagram,Post_43,Carousel,811,199,28,23254,125806,51,Male,Netherlands Antilles,Negative,1378,57.47
10/20/2023,Facebook,Post_42,Video,257,66,44,42434,81062,23,Other,Suriname,Negative,3274,26.39
11/25/2023,Facebook,Post_72,Video,280,29,12,95600,61162,29,Female,Korea,Negative,2425,8.7
12/16/2023,Instagram,Post_17,Carousel,753,208,195,21199,175157,50,Male,Uruguay,Negative,3354,27.19
11/29/2023,Twitter,Post_74,Carousel,251,145,397,43221,32463,43,Male,Bouvet Island (Bouvetoya),Negative,1951,33.37
4/15/2023,Facebook,Post_20,Image,601,40,167,42459,73060,18,Male,Liberia,Negative,1067,109.75
10/1/2023,Facebook,Post_40,Carousel,336,7,483,38304,42723,54,Female,Grenada,Negative,4114,10.21
7/23/2023,Instagram,Post_20,Video,222,161,261,67680,157666,65,Male,Uzbekistan,Negative,1080,90.09
11/23/2023,Instagram,Post_6,Text,485,112,50,72893,73455,52,Other,Greece,Negative,4676,14.93
5/18/2023,Facebook,Post_16,Carousel,888,153,228,30457,21171,51,Male,Armenia,Negative,1566,63.28
1/9/2023,Facebook,Post_23,Text,817,212,497,91182,68721,50,Female,Holy See (Vatican City State),Positive,1885,32.84
6/28/2023,Instagram,Post_45,Text,733,226,258,29797,168525,56,Female,Japan,Positive,1840,69.57
2/1/2023,Twitter,Post_4,Carousel,95,204,177,45524,22931,63,Other,Guinea-Bissau,Neutral,1037,86.89
11/20/2023,Instagram,Post_5,Video,326,35,234,63485,151286,39,Female,Reunion,Positive,2205,27.76
3/26/2023,Facebook,Post_69,Carousel,276,250,196,67899,96256,24,Male,Trinidad and Tobago,Negative,2682,12.3
2/26/2023,Instagram,Post_79,Text,398,220,237,24393,61980,30,Male,Somalia,Positive,4273,5.8
11/21/2023,Facebook,Post_32,Carousel,999,104,189,97646,63880,60,Female,India,Negative,2705,43.11
4/30/2023,Twitter,Post_92,Text,582,252,309,76643,17586,43,Female,Philippines,Negative,4555,21.32
11/5/2023,Facebook,Post_15,Carousel,236,3,155,69050,30845,42,Other,Haiti,Neutral,2886,20.13
12/16/2023,Facebook,Post_38,Video,783,63,385,57362,60756,19,Female,Lao People's Democratic Republic,Neutral,2541,30.85
3/4/2023,Facebook,Post_77,Carousel,571,183,497,58923,98386,51,Other,Bahrain,Positive,4426,8.99
4/14/2023,Instagram,Post_2,Text,201,106,250,4321,31701,49,Male,Sao Tome and Principe,Positive,3711,28.99
9/4/2023,Twitter,Post_23,Text,966,125,363,82119,7176,64,Other,Indonesia,Positive,3805,29.09
3/4/2023,Facebook,Post_43,Image,606,57,381,95039,63925,33,Male,China,Positive,1611,29.73
11/15/2023,Facebook,Post_53,Text,796,40,383,91678,66239,39,Other,Mali,Neutral,2721,36.35
6/3/2023,Twitter,Post_2,Video,228,213,133,90805,6365,64,Male,El Salvador,Neutral,639,237.72
8/18/2023,Facebook,Post_12,Text,41,128,121,53596,13023,41,Female,Western Sahara,Neutral,2909,16.02
5/9/2023,Facebook,Post_82,Text,198,232,19,25241,51259,48,Female,Vanuatu,Neutral,2860,32.97
7/26/2023,Twitter,Post_33,Text,143,23,397,37083,18419,30,Male,Cayman Islands,Neutral,794,86.15
8/29/2023,Facebook,Post_84,Text,610,231,320,64873,20504,29,Other,Norfolk Island,Neutral,2363,38.34
11/16/2023,Facebook,Post_96,Image,149,145,195,72727,54346,23,Male,Ecuador,Negative,1105,93.3
3/27/2023,Facebook,Post_5,Text,310,118,302,64495,43221,61,Female,Kazakhstan,Neutral,4222,17.74
12/17/2023,Instagram,Post_13,Image,126,179,326,94227,119240,18,Other,Christmas Island,Neutral,4601,16.56
5/27/2023,Instagram,Post_38,Text,699,154,57,88733,159718,49,Other,Greenland,Negative,1759,32.4
4/29/2023,Instagram,Post_10,Video,420,83,179,16373,141936,22,Male,Ukraine,Neutral,4496,25.71
5/14/2023,Twitter,Post_41,Text,398,109,358,93588,24341,42,Other,United States Minor Outlying Islands,Neutral,784,80.23
6/2/2023,Twitter,Post_91,Video,955,126,280,3707,26254,26,Male,Heard Island and McDonald Islands,Neutral,525,164.19
9/15/2023,Twitter,Post_3,Video,772,219,345,32484,22452,39,Other,Faroe Islands,Positive,2521,11.38
1/9/2023,Instagram,Post_39,Text,420,181,322,4201,194789,31,Female,Romania,Positive,1621,68.29
5/10/2023,Instagram,Post_24,Carousel,173,157,423,16562,158651,50,Female,Tunisia,Positive,1417,58.01
7/28/2023,Instagram,Post_26,Video,943,17,83,87610,30239,26,Male,Croatia,Positive,1604,56.36
7/8/2023,Instagram,Post_59,Carousel,776,7,230,22414,157183,22,Female,Barbados,Positive,4041,13.76
3/31/2023,Facebook,Post_56,Video,111,163,249,76627,15255,29,Female,Cote d'Ivoire,Positive,2620,48.17
9/18/2023,Facebook,Post_6,Video,370,108,223,42878,10129,22,Male,France,Positive,4845,4.71
11/3/2023,Instagram,Post_44,Image,579,106,103,61798,170272,42,Female,Tokelau,Positive,2576,24.26
12/20/2023,Facebook,Post_64,Text,897,228,332,40054,15607,50,Female,Barbados,Positive,2253,10.21
6/9/2023,Twitter,Post_13,Video,367,18,468,62553,39770,44,Female,Central African Republic,Neutral,2137,44.08
11/15/2023,Twitter,Post_94,Image,9,252,416,7770,21052,55,Female,Saint Barthelemy,Neutral,3316,7.54
7/23/2023,Instagram,Post_33,Carousel,26,199,415,38450,180709,31,Other,Nepal,Neutral,2085,23.41
11/11/2023,Facebook,Post_83,Image,939,108,275,11242,90052,18,Female,Maldives,Neutral,4359,31.73
1/9/2023,Twitter,Post_9,Carousel,970,84,305,33290,22168,41,Male,Lebanon,Neutral,2780,26.51
8/20/2023,Instagram,Post_62,Image,630,272,471,51201,180843,50,Male,Aruba,Negative,2717,6.37
1/11/2023,Facebook,Post_35,Image,809,268,91,39653,16619,19,Male,Mauritania,Negative,2367,26.74
5/10/2023,Instagram,Post_4,Video,221,111,80,40638,165122,60,Female,Korea,Positive,3853,18.66
2/14/2023,Instagram,Post_13,Carousel,248,214,147,34482,115597,40,Female,Afghanistan,Positive,526,209.13
8/27/2023,Instagram,Post_1,Text,516,111,301,18630,63074,32,Other,Nigeria,Positive,2648,33.5
8/24/2023,Twitter,Post_98,Video,212,177,435,71726,37226,51,Other,Congo,Negative,818,75.43
3/19/2023,Twitter,Post_10,Carousel,521,178,33,51574,48354,35,Other,Lebanon,Negative,1085,147.56
10/10/2023,Instagram,Post_6,Text,721,12,359,35490,190931,54,Female,Japan,Neutral,1764,72.28
7/17/2023,Facebook,Post_7,Video,89,122,405,22319,89869,46,Other,Vanuatu,Neutral,3152,7.96
4/6/2023,Facebook,Post_45,Text,603,50,214,29161,51085,50,Male,Lao People's Democratic Republic,Neutral,4020,31.97
11/8/2023,Twitter,Post_8,Image,599,289,64,41514,13955,35,Other,Serbia,Positive,3302,21.71
8/18/2023,Facebook,Post_27,Carousel,202,243,409,70165,20902,57,Male,Netherlands,Positive,3777,6.33
12/2/2023,Twitter,Post_95,Text,823,285,169,18038,10843,63,Male,Nigeria,Positive,1846,35.92
8/22/2023,Facebook,Post_69,Text,175,300,437,83450,42563,52,Other,Russian Federation,Positive,609,225.62
1/28/2023,Facebook,Post_11,Video,54,143,39,8045,10055,44,Other,Guam,Negative,2756,51.45
2/3/2023,Instagram,Post_13,Text,617,176,111,59537,175833,50,Male,United Kingdom,Negative,828,131.52
2/11/2023,Twitter,Post_87,Carousel,160,44,463,20435,27619,42,Female,Italy,Positive,3644,31.64
4/9/2023,Instagram,Post_89,Text,167,206,191,23973,79415,36,Male,British Indian Ocean Territory (Chagos Archipelago),Neutral,4457,30.38
9/10/2023,Twitter,Post_59,Carousel,505,121,418,86852,43310,23,Female,Tajikistan,Neutral,2393,47.68
10/9/2023,Facebook,Post_21,Text,895,100,325,26374,16048,26,Female,Singapore,Positive,3760,17.45
12/19/2023,Twitter,Post_93,Carousel,374,253,169,75137,23581,31,Other,Ukraine,Positive,1881,68.16
3/10/2023,Facebook,Post_1,Text,402,182,415,7121,43221,18,Other,Lithuania,Positive,1813,36.85
3/7/2023,Facebook,Post_8,Video,246,95,18,49676,74522,24,Male,Solomon Islands,Negative,840,112.86
4/5/2023,Instagram,Post_32,Video,155,144,327,98611,58873,23,Female,Bolivia,Negative,3848,36.51
1/19/2023,Twitter,Post_25,Video,327,295,180,88689,45744,33,Female,Rwanda,Neutral,2913,15.17
5/21/2023,Facebook,Post_30,Carousel,904,110,221,10014,16048,46,Other,El Salvador,Neutral,1004,46.51
3/30/2023,Facebook,Post_38,Video,237,60,80,88348,88303,26,Male,Peru,Negative,3025,19.54
7/16/2023,Facebook,Post_52,Carousel,521,32,106,8541,87798,53,Female,Iraq,Neutral,3610,34.49
11/26/2023,Twitter,Post_46,Carousel,73,67,460,98419,43050,39,Male,Sudan,Neutral,4754,30.19
3/3/2023,Instagram,Post_49,Video,798,101,382,70879,37600,41,Male,Niue,Neutral,1116,85.75
1/31/2023,Twitter,Post_84,Image,252,3,86,83609,40449,27,Female,Guatemala,Neutral,2734,48.72
9/2/2023,Facebook,Post_29,Text,687,258,440,12123,94595,64,Female,Guam,Neutral,4822,13.11
1/14/2023,Twitter,Post_91,Video,773,235,167,75783,45765,32,Other,Liechtenstein,Positive,1343,38.42
2/10/2023,Facebook,Post_45,Video,323,4,88,41004,89401,64,Male,Jersey,Neutral,826,159.08
10/18/2023,Instagram,Post_19,Video,266,108,450,28507,24617,39,Female,Trinidad and Tobago,Positive,1166,43.83
3/20/2023,Instagram,Post_83,Text,738,161,360,50313,86153,47,Male,Eritrea,Positive,4315,23.73
9/6/2023,Facebook,Post_68,Text,118,34,29,90416,16632,27,Other,Albania,Negative,4034,14.43
3/23/2023,Facebook,Post_78,Image,465,123,361,30440,97684,58,Other,Egypt,Negative,1012,148.52
6/8/2023,Twitter,Post_54,Text,530,54,54,63014,8083,26,Male,Bulgaria,Negative,2770,11.48
2/8/2023,Facebook,Post_48,Carousel,489,86,44,79890,22301,48,Male,Swaziland,Negative,3481,39.47
3/24/2023,Instagram,Post_53,Image,751,105,390,53748,26022,59,Male,Haiti,Negative,3835,29.1
7/13/2023,Facebook,Post_86,Text,58,93,16,84877,57791,23,Male,Nigeria,Neutral,1505,70.63
11/8/2023,Twitter,Post_26,Text,410,68,176,79401,35386,49,Other,Tajikistan,Neutral,4595,23.2
8/22/2023,Twitter,Post_45,Video,554,249,340,21946,30684,51,Female,Saint Lucia,Neutral,3230,21.3
7/19/2023,Twitter,Post_84,Carousel,95,292,172,61444,20810,56,Male,Hungary,Positive,2163,50.95
7/20/2023,Facebook,Post_91,Carousel,226,191,350,39211,28093,34,Other,Saint Martin,Negative,4895,21.53
3/16/2023,Facebook,Post_94,Video,91,161,20,58053,53911,29,Male,British Virgin Islands,Negative,825,73.09
9/1/2023,Instagram,Post_49,Text,748,300,396,68560,157732,31,Male,Suriname,Neutral,3520,9.32
10/2/2023,Instagram,Post_26,Text,329,167,168,20113,93996,45,Other,Mauritius,Negative,599,109.68
3/7/2023,Instagram,Post_4,Text,880,134,328,15541,35559,35,Male,Tonga,Negative,3022,13.86
11/21/2023,Twitter,Post_79,Video,200,7,353,76616,32771,60,Male,Guyana,Positive,3141,28.84
8/11/2023,Instagram,Post_2,Video,70,125,252,68469,140599,49,Female,Turkmenistan,Positive,4423,29.57
6/29/2023,Twitter,Post_92,Image,480,155,138,48829,27417,65,Other,Guyana,Negative,3780,19.47
6/19/2023,Twitter,Post_3,Text,720,160,399,88086,6222,57,Other,Mauritius,Neutral,3579,25.03
10/26/2023,Instagram,Post_44,Carousel,817,285,174,17495,108405,35,Female,Guam,Negative,4295,2.21
4/24/2023,Instagram,Post_100,Text,479,7,429,16368,107616,33,Other,Finland,Negative,690,198.99
7/2/2023,Instagram,Post_49,Text,198,173,21,34841,61187,47,Other,Dominican Republic,Positive,1593,18.71
3/26/2023,Facebook,Post_61,Text,361,35,83,37696,26342,48,Male,Ireland,Positive,830,83.61
12/26/2023,Facebook,Post_2,Image,343,298,460,64121,44741,46,Female,Cocos (Keeling) Islands,Negative,2744,23.91
6/23/2023,Instagram,Post_100,Image,676,145,218,11201,126825,21,Other,Afghanistan,Negative,3447,11.34
4/23/2023,Instagram,Post_59,Image,931,251,40,6200,84450,38,Female,Cambodia,Positive,1810,52.1
1/24/2023,Twitter,Post_85,Image,671,31,378,49562,15381,32,Male,Isle of Man,Positive,3549,31.5
11/23/2023,Twitter,Post_14,Carousel,277,9,310,97058,11170,65,Other,Reunion,Positive,998,67.33
8/2/2023,Twitter,Post_96,Carousel,614,127,236,51917,7176,31,Female,French Guiana,Positive,1985,50.58
11/12/2023,Instagram,Post_65,Video,741,0,389,3309,134588,48,Male,Hong Kong,Neutral,927,47.9
7/16/2023,Twitter,Post_44,Carousel,482,98,414,9772,25250,42,Female,Belarus,Neutral,3580,29.97
3/28/2023,Facebook,Post_59,Text,401,29,228,38222,52266,57,Male,San Marino,Positive,1386,65.15
6/22/2023,Instagram,Post_57,Video,959,213,252,1761,69073,65,Male,Mongolia,Positive,4605,6.25
4/25/2023,Twitter,Post_83,Image,719,88,472,68778,49419,43,Female,Bhutan,Positive,2467,47.26
9/24/2023,Instagram,Post_85,Image,757,84,437,35350,33292,41,Female,Cameroon,Positive,3696,18.32
1/5/2023,Twitter,Post_69,Video,782,199,416,11226,24384,23,Male,Philippines,Positive,3154,29.49
12/6/2023,Instagram,Post_79,Image,444,121,338,73289,186933,58,Other,Australia,Positive,511,161.64
1/20/2023,Twitter,Post_13,Carousel,495,98,179,38597,26374,22,Female,Burkina Faso,Positive,2051,31.11
4/18/2023,Instagram,Post_78,Carousel,132,136,260,94018,77007,59,Female,Gabon,Positive,1965,62.29
12/21/2023,Instagram,Post_90,Text,880,87,18,63566,145029,59,Other,Algeria,Neutral,4354,5.58
5/28/2023,Instagram,Post_71,Text,406,26,310,55913,161554,45,Female,Saint Martin,Negative,4546,23.38
11/14/2023,Instagram,Post_56,Text,444,257,34,29904,159031,36,Female,Singapore,Negative,550,257.64
1/9/2023,Facebook,Post_5,Video,882,139,323,64739,16048,56,Other,Tokelau,Negative,3289,31.86
9/12/2023,Twitter,Post_59,Image,769,171,357,42141,40963,61,Other,Argentina,Negative,4506,5.99
3/20/2023,Facebook,Post_49,Carousel,288,19,73,47692,45803,53,Male,South Georgia and the South Sandwich Islands,Negative,3810,27.01
5/24/2023,Twitter,Post_8,Carousel,61,47,481,22566,33229,64,Female,Christmas Island,Negative,4044,16.12
5/10/2023,Facebook,Post_34,Video,580,46,413,46647,13279,46,Other,Rwanda,Negative,2246,43.28
9/26/2023,Facebook,Post_70,Carousel,626,209,126,11524,50502,40,Male,Nauru,Neutral,1101,77.93
1/29/2023,Facebook,Post_27,Video,661,61,279,80243,26502,41,Female,Lebanon,Positive,2610,33.87
6/5/2023,Facebook,Post_51,Carousel,668,57,91,78661,44357,20,Female,Kenya,Neutral,4540,25.11
6/12/2023,Facebook,Post_2,Video,447,228,291,71575,14994,42,Other,Australia,Neutral,4644,30.32
9/12/2023,Instagram,Post_89,Video,442,93,436,46824,154490,32,Female,Zambia,Neutral,2636,39.45
2/3/2023,Instagram,Post_79,Carousel,142,137,255,78195,129817,50,Female,Ecuador,Neutral,4017,19.87
7/19/2023,Facebook,Post_33,Carousel,405,107,444,83441,26122,19,Other,Ireland,Positive,597,19.6
9/30/2023,Facebook,Post_28,Carousel,446,16,440,76747,33824,30,Female,Spain,Positive,1487,47.48
3/19/2023,Facebook,Post_39,Image,138,267,401,49881,31811,57,Other,Saint Lucia,Positive,2097,59.7
5/1/2023,Twitter,Post_85,Video,507,241,281,83428,47869,44,Female,Guyana,Negative,3949,24.82
11/7/2023,Twitter,Post_81,Text,358,218,125,79287,46216,51,Male,United States of America,Negative,4830,28.22
3/12/2023,Facebook,Post_31,Carousel,695,259,137,95405,60532,33,Other,Reunion,Negative,842,150
1/15/2023,Instagram,Post_92,Carousel,709,98,90,71318,196653,24,Male,Germany,Neutral,1932,59.32
4/10/2023,Instagram,Post_28,Carousel,975,254,459,18804,92530,40,Other,Bouvet Island (Bouvetoya),Neutral,2333,19.42
11/18/2023,Twitter,Post_19,Text,646,175,270,56280,43331,27,Female,Namibia,Neutral,2954,14.42
9/17/2023,Instagram,Post_58,Video,582,79,366,70401,47604,51,Female,Bahrain,Neutral,885,83.95
8/25/2023,Twitter,Post_90,Carousel,438,203,497,65454,39484,30,Male,Thailand,Negative,1795,66.52
5/29/2023,Facebook,Post_65,Carousel,539,270,165,66352,64735,30,Female,Ghana,Neutral,1354,95.57
5/6/2023,Facebook,Post_58,Carousel,326,119,255,93730,58324,30,Other,Philippines,Neutral,3188,18.91
2/8/2023,Instagram,Post_51,Video,664,249,37,87343,44837,31,Male,Nepal,Neutral,1229,64.44
8/2/2023,Twitter,Post_80,Text,470,188,186,28087,44351,26,Male,El Salvador,Positive,2350,26.6
10/19/2023,Facebook,Post_67,Carousel,108,175,499,58694,32047,23,Male,Lao People's Democratic Republic,Positive,1417,30.28
11/18/2023,Instagram,Post_55,Carousel,887,181,461,16820,101039,26,Other,Faroe Islands,Positive,4964,17.91
8/7/2023,Facebook,Post_45,Video,598,292,340,42519,31904,61,Other,Montserrat,Positive,4657,14.95
10/17/2023,Facebook,Post_19,Carousel,745,84,24,64847,88124,55,Female,Panama,Positive,4823,7.51
6/16/2023,Facebook,Post_46,Text,66,280,206,80160,35469,52,Male,Turkey,Positive,1073,39.98
11/16/2023,Facebook,Post_90,Video,705,139,157,8090,44926,37,Female,Iraq,Positive,4147,37.79
9/16/2023,Instagram,Post_8,Image,158,198,70,99315,69724,64,Female,Northern Mariana Islands,Positive,4989,12.25
7/1/2023,Twitter,Post_21,Text,959,142,460,64590,28390,34,Female,Greece,Positive,1604,14.71
